POmtg542_1:1	sorry	FI(FI)	sorry
POmtg542_320:8	least	RB(RB)	least
POmtg542_320:9	the	DT(DT)	the
POmtg542_320:10	presidium	NN(NN)	presidium
POmtg542_320:11	_0	PA(PA)	

POmtg542_321:1	@@	LA(LA)	

POmtg542_322:1	yes	RE(RE)	yes
POmtg542_322:2	okay	RE(RE)	okay
POmtg542_322:3	_0	PA(PA)	

POmtg542_323:1	hm	RE(RE)	hm

POmtg542_324:1	which	PRE(PRE)	which
POmtg542_324:2	is	VBZ(VBZ)	be
POmtg542_324:3	seven	CD(CD)	seven
POmtg542_324:4	people	NNS(NNS)	people

POmtg542_325:1	but	CC(CC)	but
POmtg542_325:2	basically	RB(RB)	basically
POmtg542_325:3	we	PP(PP)	we
POmtg542_325:4	still	RB(RB)	still
POmtg542_325:5	i	PP(DM)	i
POmtg542_325:6	mean	VVP(DM)	mean
POmtg542_325:7	either	CC(CC)	either
POmtg542_325:8	we	PP(PP)	we
POmtg542_325:9	do	VVP(VVP)	do
POmtg542_325:10	it	PP(PP)	it
POmtg542_325:11	this	DT(DT)	this
POmtg542_325:12	way	NN(NN)	way
POmtg542_325:13	_0	PA(PA)	
POmtg542_325:14	and	CC(CC)	and
POmtg542_325:15	er	UH(UH)	er
POmtg542_325:16	have	VHP(VHP)	have
POmtg542_325:17	something	NN(NN)	something
POmtg542_325:18	for	IN(IN)	for
POmtg542_325:19	the	DT(DT)	the
POmtg542_325:20	general	NN(NN)	general
POmtg542_325:21	assembly	NN(NN)	assembly
POmtg542_325:22	or	CC(CC)	or
POmtg542_325:23	we	PP(PP)	we
POmtg542_325:24	_0	PA(PA)	
POmtg542_325:25	do	VVP(VVP)	do
POmtg542_325:26	the	DT(DT)	the
POmtg542_325:27	other	JJ(JJ)	other
POmtg542_325:28	tactic	NN(NN)	tactic
POmtg542_325:29	which	PRE(PRE)	which
POmtg542_325:30	we	PP(PP)	we
POmtg542_325:31	discussed	VVD(VVD)	discuss
POmtg542_325:32	last	JJ(JJ)	last
POmtg542_325:33	time	NN(NN)	time
POmtg542_325:34	_0	PA(PA)	
POmtg542_325:35	convene	VV(VV)	convene
POmtg542_325:36	for	IN(IN)	for
POmtg542_325:37	a	DT(DT)	a
POmtg542_325:38	s-	XX(XX)	
POmtg542_325:39	special	JJ(JJ)	special
POmtg542_325:40	_0	PA(PA)	
POmtg542_325:41	general	NN(NN)	general
POmtg542_325:42	assembly	NN(NN)	assembly
POmtg542_325:43	in	IN(IN)	in
POmtg542_325:44	september	NP(NP)	september
POmtg542_325:45	which	PRE(PRE)	which
POmtg542_325:46	is	VBZ(VBZ)	be
POmtg542_325:47	awkward	JJ(JJ)	awkward
POmtg542_325:48	i	PP(PP)	i
POmtg542_325:49	'm	VBP(VBP)	be
POmtg542_325:50	not	RB(RB)	not
POmtg542_325:51	a	DT(DT)	a
POmtg542_325:52	great	JJ(JJ)	great
POmtg542_325:53	fan	NN(NN)	fan
POmtg542_325:54	of	IN(IN)	of
POmtg542_325:55	that	DT(DT)	that
POmtg542_325:56	one	NN(NN)	one
POmtg542_325:57	either	RB(RB)	either
POmtg542_325:58	_0	PA(PA)	

POmtg542_326:1	mhm	RE(RE)	mhm
POmtg542_326:2	mhm	RE(RE)	mhm
POmtg542_326:3	well	DM(DM)	well
POmtg542_326:4	that	DT(DT)	that
POmtg542_326:5	's	VBS(VBS)	be
POmtg542_326:6	okay	JJ(JJ)	okay

POmtg542_327:1	i	PP(DM)	i
POmtg542_327:2	mean	VVP(DM)	mean
POmtg542_327:3	we	PP(PP)	we
POmtg542_327:4	can	MD(MD)	can
POmtg542_327:5	not	RB(RB)	not
POmtg542_327:6	do	VV(VV)	do
POmtg542_327:7	this	DT(DT)	this
POmtg542_327:8	without	IN(IN)	without
POmtg542_327:9	getting	VVG(VVG)	get
POmtg542_327:10	a	DT(DT)	a
POmtg542_327:11	mandate	NN(NN)	mandate
POmtg542_327:12	from	IN(IN)	from
POmtg542_327:13	something	NN(NN)	something
POmtg542_327:14	_1	PA(PA)	
POmtg542_327:15	as	RB(RB)	as
POmtg542_327:16	close	RB(RB)	close
POmtg542_327:17	as	IN(IN)	as
POmtg542_327:18	possible	JJ(JJ)	possible
POmtg542_327:19	to	IN(IN)	to
POmtg542_327:20	a	DT(DT)	a
POmtg542_327:21	general	NN(NN)	general
POmtg542_327:22	assembly	NN(NN)	assembly
POmtg542_327:23	and	CC(CC)	and
POmtg542_327:24	i	PP(PP)	i
POmtg542_327:25	would	MD(MD)	will
POmtg542_327:26	prefer	VV(VV)	prefer
POmtg542_327:27	the	DT(DT)	the
POmtg542_327:28	actual	JJ(JJ)	actual
POmtg542_327:29	thing	NN(NN)	thing
POmtg542_327:30	in	IN(IN)	in
POmtg542_327:31	a_[place3]	NP(NP)	
POmtg542_327:32	_0	PA(PA)	
POmtg542_327:33	so	DM(DM)	so
POmtg542_327:34	i	PP(DM)	i
POmtg542_327:35	mean	VVP(DM)	mean
POmtg542_327:36	i	PP(PP)	i
POmtg542_327:37	'll	MD(MD)	will
POmtg542_327:38	take	VV(VV)	take
POmtg542_327:39	whatever	WDT(WDT)	whatever
POmtg542_327:40	whatever	WDT(WDT)	whatever
POmtg542_327:41	stones	NNS(NNS)	stone
POmtg542_327:42	may	MD(MD)	may
POmtg542_327:43	be	VB(VB)	be
POmtg542_327:44	be	VB(VB)	be
POmtg542_327:45	thrown	VVN(VVN)	throw
POmtg542_327:46	will	MD(MD)	will
POmtg542_327:47	be	VB(VB)	be
POmtg542_327:48	thrown	VVN(VVN)	throw
POmtg542_327:49	in	IN(IN)	in
POmtg542_327:50	my	PP$(PP$)	i
POmtg542_327:51	direction	NN(NN)	direction
POmtg542_327:52	a_[S2]	NP(NP)	
POmtg542_327:53	it	PP(PP)	it
POmtg542_327:54	so	DM(DM)	so
POmtg542_327:55	er	UH(UH)	er
POmtg542_327:56	_0	PA(PA)	

POmtg542_328:1	okay	RE(RE)	okay

POmtg542_329:1	i	PP(PP)	i
POmtg542_329:2	fully	RB(RB)	fully
POmtg542_329:3	realize	VVP(VVP)	realize
POmtg542_329:4	and	CC(CC)	and
POmtg542_329:5	appreciate	VVP(VVP)	appreciate
POmtg542_329:6	your	PP$(PP$)	you
POmtg542_329:7	point	NN(NN)	point
POmtg542_329:8	but	CC(CC)	but
POmtg542_329:9	er	UH(UH)	er
POmtg542_329:10	_0	PA(PA)	
POmtg542_329:11	still	RB(RB)	still
POmtg542_329:12	on	RB(RB)	on
POmtg542_329:13	we	PP(PP)	we
POmtg542_329:14	go	VVP(VVP)	go
POmtg542_329:15	_0	PA(PA)	
POmtg542_329:16	yes	RE(RE)	yes
POmtg542_329:17	three	CD(CD)	three
POmtg542_329:18	o'clock	RB(RB)	o'clock
POmtg542_329:19	and	CC(CC)	and
POmtg542_329:20	er	UH(UH)	er
POmtg542_329:21	we	PP(PP)	we
POmtg542_329:22	finished	VVD(VVD)	finish
POmtg542_329:23	as	IN(IN)	as
POmtg542_329:24	usual	JJ(JJ)	usual
POmtg542_329:25	our	PP$(PP$)	we
POmtg542_329:26	_0	PA(PA)	

POmtg542_330:1	@@@	LA(LA)	

POmtg542_331:1	hm	RE(RE)	hm

POmtg542_332:1	could	MD(MD)	can
POmtg542_332:2	would	MD(MD)	will
POmtg542_332:3	you	PP(PP)	you
POmtg542_332:4	would	MD(MD)	will
POmtg542_332:5	you	PP(PP)	you
POmtg542_332:6	like	VV(VV)	like
POmtg542_332:7	to	TO(TO)	to
POmtg542_332:8	start	VV(VV)	start
POmtg542_332:9	earlier	RBR(RBR)	early
POmtg542_332:10	on	IN(IN)	on
POmtg542_332:11	the	DT(DT)	the
POmtg542_332:12	on	IN(IN)	on
POmtg542_332:13	the	DT(DT)	the
POmtg542_332:14	erm	UH(UH)	erm
POmtg542_332:15	_0	PA(PA)	
POmtg542_332:16	because	IN(IN)	because
POmtg542_332:17	in	IN(IN)	in
POmtg542_332:18	as	RB(RB)	as
POmtg542_332:19	much	JJ(JJ)	much
POmtg542_332:20	as	IN(IN)	as
POmtg542_332:21	a_[S4]	NP(NP)	
POmtg542_332:22	e-	XX(XX)	
POmtg542_332:23	evident	JJ(JJ)	evident
POmtg542_332:24	is	VBZ(VBZ)	be
POmtg542_332:25	available	JJ(JJ)	available
POmtg542_332:26	by	IN(IN)	by
POmtg542_332:27	nine	CD(CD)	nine

POmtg542_333:1	xx	UNI(UNI)	

POmtg542_334:1	@@@@@@@@@@@@@@@@@@@@	LA(LA)	

POmtg542_335:1	and	CC(CC)	and
POmtg542_335:2	you	PP(PP)	you
POmtg542_335:3	came	VVD(VVD)	come
POmtg542_335:4	in	IN(IN)	in
POmtg542_335:5	somewhat	RB(RB)	somewhat
POmtg542_335:6	_0	PA(PA)	
POmtg542_335:7	ten	CD(CD)	ten
POmtg542_335:8	or	CC(CC)	or
POmtg542_335:9	twenty	CD(CD)	twenty
POmtg542_335:10	minutes	NNS(NNS)	minute
POmtg542_335:11	later	RBR(RBR)	late
POmtg542_335:12	and	CC(CC)	and
POmtg542_335:13	a_[S2]	NP(NP)	
POmtg542_335:14	stayed	VVD(VVD)	stay
POmtg542_335:15	the	DT(DT)	the
POmtg542_335:16	night	NN(NN)	night
POmtg542_335:17	_0	PA(PA)	
POmtg542_335:18	and	CC(CC)	and
POmtg542_335:19	er	UH(UH)	er
POmtg542_335:20	a_[firstname2]	NP(NP)	
POmtg542_335:21	may	MD(MD)	may
POmtg542_335:22	actually	RB(RB)	actually
POmtg542_335:23	be	VB(VB)	be
POmtg542_335:24	the	DT(DT)	the
POmtg542_335:25	one	NN(NN)	one
POmtg542_335:26	because	IN(IN)	because
POmtg542_335:27	he	PP(PP)	he
POmtg542_335:28	has	VHZ(VHZ)	have
POmtg542_335:29	he	PP(PP)	he
POmtg542_335:30	would	MD(MD)	will
POmtg542_335:31	like	VV(VV)	like
POmtg542_335:32	but	CC(CC)	but
POmtg542_335:33	could	MD(MD)	can
POmtg542_335:34	n't	RB(RB)	not
POmtg542_335:35	he	PP(PP)	he
POmtg542_335:36	come	VV(VV)	come
POmtg542_335:37	the	DT(DT)	the
POmtg542_335:38	night	NN(NN)	night
POmtg542_335:39	before	RB(RB)	before
POmtg542_335:40	_0	PA(PA)	
POmtg542_335:41	or	CC(CC)	or
POmtg542_335:42	what	WP(WP)	what
POmtg542_335:43	i-	XX(XX)	
POmtg542_335:44	if	IN(IN)	if
POmtg542_335:45	it	PP(PP)	it
POmtg542_335:46	does	VVZ(VVZ)	do
POmtg542_335:47	n't	RB(RB)	not
POmtg542_335:48	if	IN(IN)	if
POmtg542_335:49	you	PP(PP)	you
POmtg542_335:50	do	VVP(VVP)	do
POmtg542_335:51	n't	RB(RB)	not
POmtg542_335:52	care	VV(VV)	care
POmtg542_335:53	we	PP(PP)	we
POmtg542_335:54	could	MD(MD)	can
POmtg542_335:55	say	VV(VV)	say
POmtg542_335:56	ten	CD(CD)	ten
POmtg542_335:57	thirty	CD(CD)	thirty
POmtg542_335:58	till	IN(IN)	till
POmtg542_335:59	three	CD(CD)	three
POmtg542_335:60	o'clock	RB(RB)	o'clock
POmtg542_335:61	again	RB(RB)	again

POmtg542_336:1	xx	UNI(UNI)	

POmtg542_337:1	er	UH(UH)	er
POmtg542_337:2	well	DM(DM)	well
POmtg542_337:3	_0	PA(PA)	
POmtg542_337:4	we	PP(PP)	we
POmtg542_337:5	would	MD(MD)	will
POmtg542_337:6	be	VB(VB)	be
POmtg542_337:7	very	RB(RB)	very
POmtg542_337:8	happy	JJ(JJ)	happy
POmtg542_337:9	to	TO(TO)	to
POmtg542_337:10	start	VV(VV)	start
POmtg542_337:11	at	IN(IN)	at
POmtg542_337:12	nine	CD(CD)	nine
POmtg542_337:13	thirty	CD(CD)	thirty
POmtg542_337:14	_0	PA(PA)	
POmtg542_337:15	the	DT(DT)	the
POmtg542_337:16	finnish	JJ(JJ)	finnish
POmtg542_337:17	ones	NNS(NNS)	one
POmtg542_337:18	i	PP(DM)	i
POmtg542_337:19	mean	VVP(DM)	mean

POmtg542_338:1	yeah	RE(RE)	yeah
POmtg542_338:2	_0	PA(PA)	

POmtg542_339:1	that	DT(DT)	that
POmtg542_339:2	would	MD(MD)	will
POmtg542_339:3	n't	RB(RB)	not
POmtg542_339:4	be	VB(VB)	be
POmtg542_339:5	that	DT(DT)	that
POmtg542_339:6	would	MD(MD)	will
POmtg542_339:7	n't	RB(RB)	not
POmtg542_339:8	be	VB(VB)	be
POmtg542_339:9	any	DT(DT)	any
POmtg542_339:10	problem	NN(NN)	problem
POmtg542_339:11	_1	PA(PA)	

POmtg542_340:1	nine	CD(CD)	nine
POmtg542_340:2	thirty	CD(CD)	thirty

POmtg542_341:1	that	DT(DT)	that
POmtg542_341:2	would	MD(MD)	will
POmtg542_341:3	work	VV(VV)	work

POmtg542_342:1	nine	CD(CD)	nine
POmtg542_342:2	thirty	CD(CD)	thirty

POmtg542_343:1	erm	UH(UH)	erm
POmtg542_343:2	_0	PA(PA)	
POmtg542_343:3	i	PP(PP)	i
POmtg542_343:4	ca	MD(MD)	can
POmtg542_343:5	n't	RB(RB)	not
POmtg542_343:6	tell	VV(VV)	tell
POmtg542_343:7	you	PP(PP)	you
POmtg542_343:8	anything	NN(NN)	anything
POmtg542_343:9	because	IN(IN)	because
POmtg542_343:10	i	PP(PP)	i
POmtg542_343:11	this	DT(DT)	this
POmtg542_343:12	is	VBZ(VBZ)	be
POmtg542_343:13	s-	XX(XX)	
POmtg542_343:14	so-	XX(XX)	
POmtg542_343:15	somehow	RB(RB)	somehow
POmtg542_343:16	strange	JJ(JJ)	strange
POmtg542_343:17	_0	PA(PA)	
POmtg542_343:18	i	PP(PP)	i
POmtg542_343:19	have	VHP(VHP)	have
POmtg542_343:20	a	DT(DT)	a
POmtg542_343:21	plane	NN(NN)	plane
POmtg542_343:22	from	IN(IN)	from
POmtg542_343:23	a_[place1]	NP(NP)	
POmtg542_343:24	on	IN(IN)	on
POmtg542_343:25	monday	NP(NP)	monday
POmtg542_343:26	morning	NN(NN)	morning
POmtg542_343:27	er	UH(UH)	er
POmtg542_343:28	and	CC(CC)	and
POmtg542_343:29	i	PP(PP)	i
POmtg542_343:30	have	VHP(VHP)	have
POmtg542_343:31	back	RB(RB)	back
POmtg542_343:32	a	DT(DT)	a
POmtg542_343:33	plane	NN(NN)	plane
POmtg542_343:34	on	IN(IN)	on
POmtg542_343:35	tuesday	NP(NP)	tuesday
POmtg542_343:36	evening	NN(NN)	evening
POmtg542_343:37	_0	PA(PA)	
POmtg542_343:38	but	CC(CC)	but
POmtg542_343:39	i	PP(PP)	i
POmtg542_343:40	do	VVP(VVP)	do
POmtg542_343:41	n't	RB(RB)	not
POmtg542_343:42	know	VV(VV)	know
POmtg542_343:43	anything	NN(NN)	anything
POmtg542_343:44	about	IN(IN)	about
POmtg542_343:45	wednesday	NP(NP)	wednesday
POmtg542_343:46	_1	PA(PA)	
POmtg542_343:47	so	DM(DM)	so

POmtg542_344:1	okay	RE(RE)	okay

POmtg542_345:1	and	CC(CC)	and
POmtg542_345:2	i	PP(PP)	i
POmtg542_345:3	simply	RB(RB)	simply
POmtg542_345:4	do	VVP(VVP)	do
POmtg542_345:5	n't	RB(RB)	not
POmtg542_345:6	know	VV(VV)	know
POmtg542_345:7	_1	PA(PA)	

POmtg542_346:1	what	WDT(WDT)	what
POmtg542_346:2	plane	NN(NN)	plane
POmtg542_346:3	monday	NP(NP)	monday
POmtg542_346:4	not	RB(RB)	not
POmtg542_346:5	today	RB(RB)	today
POmtg542_346:6	this	DT(DT)	this
POmtg542_346:7	time	NN(NN)	time

POmtg542_347:1	no	RE(RE)	no
POmtg542_347:2	er	UH(UH)	er
POmtg542_347:3	f-	XX(XX)	
POmtg542_347:4	sorry	FI(FI)	sorry
POmtg542_347:5	_0	PA(PA)	

POmtg542_348:1	when	WRB(WRB)	when
POmtg542_348:2	was	VBD(VBD)	be
POmtg542_348:3	it	PP(PP)	it
POmtg542_348:4	you	PP(PP)	you
POmtg542_348:5	had	VHD(VHD)	have
POmtg542_348:6	a	DT(DT)	a
POmtg542_348:7	plane	NN(NN)	plane
POmtg542_348:8	monday	NP(NP)	monday

POmtg542_349:1	er	UH(UH)	er
POmtg542_349:2	usually	RB(RB)	usually
POmtg542_349:3	er	UH(UH)	er
POmtg542_349:4	each	DT(DT)	each
POmtg542_349:5	monday	NP(NP)	monday

POmtg542_350:1	ah	UH(UH)	ah
POmtg542_350:2	usually	RB(RB)	usually

POmtg542_351:1	e-	XX(XX)	
POmtg542_351:2	each	DT(DT)	each
POmtg542_351:3	monday	NP(NP)	monday
POmtg542_351:4	there	EX(EX)	there
POmtg542_351:5	's	VBS(VBS)	be
POmtg542_351:6	a	DT(DT)	a
POmtg542_351:7	plane	NN(NN)	plane
POmtg542_351:8	in	IN(IN)	in
POmtg542_351:9	the	DT(DT)	the
POmtg542_351:10	morning	NN(NN)	morning
POmtg542_351:11	_0	PA(PA)	
POmtg542_351:12	so	DM(DM)	so
POmtg542_351:13	on	IN(IN)	on
POmtg542_351:14	monday	NP(NP)	monday
POmtg542_351:15	i	PP(PP)	i
POmtg542_351:16	can	MD(MD)	can
POmtg542_351:17	be	VB(VB)	be
POmtg542_351:18	here	RB(RB)	here
POmtg542_351:19	by	IN(IN)	by
POmtg542_351:20	_1	PA(PA)	
POmtg542_351:21	ten	CD(CD)	ten
POmtg542_351:22	past	IN(IN)	past
POmtg542_351:23	or	CC(CC)	or
POmtg542_351:24	thirty	CD(CD)	thirty
POmtg542_351:25	past	IN(IN)	past
POmtg542_351:26	ten	CD(CD)	ten
POmtg542_351:27	or	CC(CC)	or
POmtg542_351:28	so-	XX(XX)	
POmtg542_351:29	something	NN(NN)	something
POmtg542_351:30	like	IN(IN)	like
POmtg542_351:31	that	DT(DT)	that
POmtg542_351:32	_1	PA(PA)	
POmtg542_351:33	er	UH(UH)	er
POmtg542_351:34	on	IN(IN)	on
POmtg542_351:35	tuesday	NP(NP)	tuesday
POmtg542_351:36	i	PP(PP)	i
POmtg542_351:37	can	MD(MD)	can
POmtg542_351:38	not	RB(RB)	not
POmtg542_351:39	be	VB(VB)	be
POmtg542_351:40	here	RB(RB)	here
POmtg542_351:41	on	IN(IN)	on
POmtg542_351:42	the	DT(DT)	the
POmtg542_351:43	morning	NN(NN)	morning
POmtg542_351:44	and	CC(CC)	and
POmtg542_351:45	on	IN(IN)	on
POmtg542_351:46	wednesday	NP(NP)	wednesday
POmtg542_351:47	i	PP(PP)	i
POmtg542_351:48	do	VVP(VVP)	do
POmtg542_351:49	n't	RB(RB)	not
POmtg542_351:50	know	VV(VV)	know
POmtg542_351:51	_1	PA(PA)	

POmtg542_352:1	ah	UH(UH)	ah
POmtg542_352:2	that	DT(DT)	that
POmtg542_352:3	's	VBS(VBS)	be
POmtg542_352:4	a	DT(DT)	a
POmtg542_352:5	problem	NN(NN)	problem

POmtg542_353:1	so	DM(DM)	so
POmtg542_353:2	i	PP(PP)	i
POmtg542_353:3	don-	XX(XX)	
POmtg542_353:4	do	VVP(VVP)	do
POmtg542_353:5	n't	RB(RB)	not
POmtg542_353:6	know	VV(VV)	know
POmtg542_353:7	by	IN(IN)	by
POmtg542_353:8	heart	NN(NN)	heart
POmtg542_353:9	of	RB(RB)	of
POmtg542_353:10	course	RB(RB)	course
POmtg542_353:11	the	DT(DT)	the
POmtg542_353:12	timetable	NN(NN)	timetable
POmtg542_353:13	_0	PA(PA)	

POmtg542_354:1	xxx	UNI(UNI)	

POmtg542_355:1	yeah	RE(RE)	yeah

POmtg542_356:1	i	PP(PP)	i
POmtg542_356:2	sha-	XX(XX)	
POmtg542_356:3	i	PP(PP)	i
POmtg542_356:4	have	VHP(VHP)	have
POmtg542_356:5	to	TO(TO)	to
POmtg542_356:6	ask	VV(VV)	ask
POmtg542_356:7	_1	PA(PA)	

POmtg542_357:1	we	PP(PP)	we
POmtg542_357:2	will	MD(MD)	will
POmtg542_357:3	fix	VV(VV)	fix
POmtg542_357:4	the	DT(DT)	the
POmtg542_357:5	time	NN(NN)	time

POmtg542_358:1	but	CC(CC)	but
POmtg542_358:2	anyway	RB(RB)	anyway
POmtg542_358:3	i	PP(PP)	i
POmtg542_358:4	i	PP(PP)	i
POmtg542_358:5	can	MD(MD)	can
POmtg542_358:6	adapt	VV(VV)	adapt
POmtg542_358:7	so	DM(DM)	so
POmtg542_358:8	it	PP(PP)	it
POmtg542_358:9	's	VBS(VBS)	be

POmtg542_359:1	yeah	RE(RE)	yeah

POmtg542_360:1	i	PP(PP)	i
POmtg542_360:2	'll	MD(MD)	will
POmtg542_360:3	invite	VV(VV)	invite
POmtg542_360:4	you	PP(PP)	you
POmtg542_360:5	to	TO(TO)	to
POmtg542_360:6	indicate	VV(VV)	indicate
POmtg542_360:7	the	DT(DT)	the
POmtg542_360:8	time	NN(NN)	time
POmtg542_360:9	hh	BR(BR)	

POmtg542_361:1	yes	RE(RE)	yes

POmtg542_362:1	yeah	RE(RE)	yeah

POmtg542_363:1	to	IN(IN)	to
POmtg542_363:2	a_[S3]	NP(NP)	
POmtg542_363:3	but	CC(CC)	but
POmtg542_363:4	you	PP(PP)	you
POmtg542_363:5	do	VVP(VVP)	do
POmtg542_363:6	n't	RB(RB)	not
POmtg542_363:7	have	VH(VH)	have
POmtg542_363:8	to	IN(IN)	to
POmtg542_363:9	a_[S4]	NP(NP)	
POmtg542_363:10	because	IN(IN)	because
POmtg542_363:11	i	PP(PP)	i
POmtg542_363:12	know	VVP(VVP)	know
POmtg542_363:13	you	PP(PP)	you
POmtg542_363:14	are	VBP(VBP)	be

POmtg542_364:1	mhm	RE(RE)	mhm

POmtg542_365:1	no	RE(RE)	no
POmtg542_365:2	no	RE(RE)	no
POmtg542_365:3	because	IN(IN)	because
POmtg542_365:4	i	PP(PP)	i
POmtg542_365:5	would	MD(MD)	will
POmtg542_365:6	er	UH(UH)	er
POmtg542_365:7	i	PP(PP)	i
POmtg542_365:8	_0	PA(PA)	

POmtg542_366:1	you	PP(PP)	you
POmtg542_366:2	'd	MD(MD)	will
POmtg542_366:3	also	RB(RB)	also
POmtg542_366:4	like	VV(VV)	like
POmtg542_366:5	to	TO(TO)	to
POmtg542_366:6	come	VV(VV)	come
POmtg542_366:7	in	IN(IN)	in
POmtg542_366:8	the	DT(DT)	the
POmtg542_366:9	morning	NN(NN)	morning

POmtg542_367:1	i	PP(PP)	i
POmtg542_367:2	will	MD(MD)	will
POmtg542_367:3	come	VV(VV)	come
POmtg542_367:4	from	IN(IN)	from
POmtg542_367:5	er	UH(UH)	er
POmtg542_367:6	_0	PA(PA)	
POmtg542_367:7	from	IN(IN)	from
POmtg542_367:8	a_[place4]	NP(NP)	
POmtg542_367:9	this	DT(DT)	this
POmtg542_367:10	time	NN(NN)	time
POmtg542_367:11	so	DM(DM)	so

POmtg542_368:1	oh	UH(UH)	oh
POmtg542_368:2	yes	RE(RE)	yes
POmtg542_368:3	that	DT(DT)	that
POmtg542_368:4	's	VBS(VBS)	be
POmtg542_368:5	true	JJ(JJ)	true

POmtg542_369:1	not	RB(RB)	not
POmtg542_369:2	from	IN(IN)	from
POmtg542_369:3	a_[place2]	NP(NP)	

POmtg542_370:1	okay	RE(RE)	okay

POmtg542_371:1	i	PP(PP)	i
POmtg542_371:2	'm	VBP(VBP)	be
POmtg542_371:3	not	RB(RB)	not
POmtg542_371:4	sure	JJ(JJ)	sure
POmtg542_371:5	how	WRB(WRB)	how
POmtg542_371:6	early	JJ(JJ)/RB(RB)	early
POmtg542_371:7	morning	NN(NN)	morning
POmtg542_371:8	flights	NNS(NNS)	flight
POmtg542_371:9	we	PP(PP)	we
POmtg542_371:10	have	VHP(VHP)	have
POmtg542_371:11	from	IN(IN)	from
POmtg542_371:12	a_[place4]	NP(NP)	
POmtg542_371:13	_2	PA(PA)	

POmtg542_373:1	okay	RE(RE)	okay
POmtg542_373:2	_1	PA(PA)	

