POwgd449_1:1	language	NN(NN)	language
POwgd449_509:7	pay	VV(VV)	pay
POwgd449_509:8	for	IN(IN)	for
POwgd449_509:9	all	DT(DT)	all
POwgd449_509:10	sorts	NNS(NNS)	sort
POwgd449_509:11	of	IN(IN)	of
POwgd449_509:12	things	NNS(NNS)	thing
POwgd449_509:13	that	PRE(PRE)	that
POwgd449_509:14	she	PP(PP)	she
POwgd449_509:15	said	VVD(VVD)	say

POwgd449_510:1	@@@	LA(LA)	
POwgd449_510:2	so	DM(DM)	so
POwgd449_510:3	if	IN(IN)	if
POwgd449_510:4	you	PP(PP)	you
POwgd449_510:5	just	RB(RB)	just
POwgd449_510:6	_0	PA(PA)	
POwgd449_510:7	come	VVP(VVP)	come
POwgd449_510:8	and	CC(CC)	and
POwgd449_510:9	show	VVP(VVP)	show
POwgd449_510:10	your	PP$(PP$)	you
POwgd449_510:11	_0	PA(PA)	
POwgd449_510:12	appreciation	NN(NN)	appreciation
POwgd449_510:13	for	IN(IN)	for
POwgd449_510:14	someone	NN(NN)	someone
POwgd449_510:15	you	PP(PP)	you
POwgd449_510:16	are	VBP(VBP)	be
POwgd449_510:17	not	RB(RB)	not
POwgd449_510:18	very	RB(RB)	very
POwgd449_510:19	trusted	VVN(VVN)	trust
POwgd449_510:20	or	CC(CC)	or
POwgd449_510:21	_0	PA(PA)	
POwgd449_510:22	no	RE(RE)	no
POwgd449_510:23	_6	PA(PA)	

POwgd449_511:1	i	PP(PP)	i
POwgd449_511:2	would	MD(MD)	will
POwgd449_511:3	n't	RB(RB)	not
POwgd449_511:4	worry	VV(VV)	worry
POwgd449_511:5	about	IN(IN)	about

POwgd449_512:1	i	PP(PP)	i
POwgd449_512:2	do	VVP(VVP)	do
POwgd449_512:3	n't	RB(RB)	not
POwgd449_512:4	expect	VV(VV)	expect
POwgd449_512:5	a_[S1]	NP(NP)	
POwgd449_512:6	to	TO(TO)	to
POwgd449_512:7	pay	VV(VV)	pay

POwgd449_513:1	no	RE(RE)	no
POwgd449_513:2	not	RB(RB)	not
POwgd449_513:3	particularly	RB(RB)	particularly
POwgd449_513:4	but	CC(CC)	but
POwgd449_513:5	but	CC(CC)	but
POwgd449_513:6	if	IN(IN)	if
POwgd449_513:7	you	PP(PP)	you
POwgd449_513:8	keep	VVP(VVP)	keep
POwgd449_513:9	that	DT(DT)	that
POwgd449_513:10	's	VBS(VBS)	be
POwgd449_513:11	really	RB(RB)	really
POwgd449_513:12	have	VHP(VHP)	have
POwgd449_513:13	enough	JJ(JJ)	enough
POwgd449_513:14	xx	UNI(UNI)	
POwgd449_513:15	pay	VV(VV)	pay
POwgd449_513:16	for	IN(IN)	for
POwgd449_513:17	everything	NN(NN)	everything
POwgd449_513:18	xx	UNI(UNI)	

POwgd449_514:1	you	PP(PP)	you
POwgd449_514:2	ca	MD(MD)	can
POwgd449_514:3	n't	RB(RB)	not
POwgd449_514:4	pay	VV(VV)	pay
POwgd449_514:5	for	IN(IN)	for
POwgd449_514:6	everything	NN(NN)	everything

POwgd449_515:1	pay	VV(VV)	pay
POwgd449_515:2	for	IN(IN)	for
POwgd449_515:3	xxx	UNI(UNI)	
POwgd449_515:4	come	VV(VV)	come
POwgd449_515:5	on	RP(RP)	on

POwgd449_516:1	right	DM(DM)	right
POwgd449_516:2	_2	PA(PA)	
POwgd449_516:3	erm	UH(UH)	erm
POwgd449_516:4	_10	PA(PA)	

POwgd449_517:1	for	IN(IN)	for
POwgd449_517:2	nothing	NN(NN)	nothing
POwgd449_517:3	because	IN(IN)	because
POwgd449_517:4	of	IN(IN)	of
POwgd449_517:5	my	PP$(PP$)	i
POwgd449_517:6	friend	NN(NN)	friend

POwgd449_518:1	had	VHD(VHD)	have
POwgd449_518:2	a	DT(DT)	a
POwgd449_518:3	smoke	NN(NN)	smoke
POwgd449_518:4	_0	PA(PA)	

POwgd449_519:1	haeh	UH(UH)	haeh

POwgd449_520:1	you	PP(PP)	you
POwgd449_520:2	had	VHD(VHD)	have
POwgd449_520:3	a	DT(DT)	a
POwgd449_520:4	smoke	NN(NN)	smoke

POwgd449_521:1	yeah	RE(RE)	yeah
POwgd449_521:2	but	CC(CC)	but
POwgd449_521:3	i	PP(PP)	i
POwgd449_521:4	just	RB(RB)	just
POwgd449_521:5	x	UNI(UNI)	
POwgd449_521:6	x	UNI(UNI)	
POwgd449_521:7	x	UNI(UNI)	
POwgd449_521:8	this	DT(DT)	this
POwgd449_521:9	_0	PA(PA)	
POwgd449_521:10	i	PP(PP)	i
POwgd449_521:11	told	VVD(VVD)	tell
POwgd449_521:12	her	PP(PP)	she
POwgd449_521:13	_0	PA(PA)	
POwgd449_521:14	to	TO(TO)	to
POwgd449_521:15	bring	VV(VV)	bring
POwgd449_521:16	the	DT(DT)	the
POwgd449_521:17	coffee	NN(NN)	coffee

POwgd449_522:1	and	CC(CC)	and
POwgd449_522:2	she	PP(PP)	she
POwgd449_522:3	did	VVD(VVD)	do
POwgd449_522:4	n't	RB(RB)	not

POwgd449_523:1	no	RE(RE)	no
POwgd449_523:2	_2	PA(PA)	

POwgd449_524:1	well	DM(DM)	well
POwgd449_524:2	we	PP(PP)	we
POwgd449_524:3	have	VHP(VHP)	have
POwgd449_524:4	cups	NNS(NNS)	cup
POwgd449_524:5	already	RB(RB)	already

POwgd449_525:1	yeah	RE(RE)	yeah

POwgd449_526:1	she	PP(PP)	she
POwgd449_526:2	is	VBZ(VBZ)	be
POwgd449_526:3	such	PDT(PDT)	such
POwgd449_526:4	a	DT(DT)	a
POwgd449_526:5	darling	NN(NN)	darling

POwgd449_527:1	but	CC(CC)	but
POwgd449_527:2	she	PP(PP)	she
POwgd449_527:3	forgot	VVD(VVD)	forget
POwgd449_527:4	to	TO(TO)	to
POwgd449_527:5	bring	VV(VV)	bring
POwgd449_527:6	them	PP(PP)	they

POwgd449_528:1	no	RE(RE)	no
POwgd449_528:2	_0	PA(PA)	
POwgd449_528:3	no	RE(RE)	no
POwgd449_528:4	no	RE(RE)	no
POwgd449_528:5	no	RE(RE)	no
POwgd449_528:6	_0	PA(PA)	
POwgd449_528:7	she	PP(PP)	she
POwgd449_528:8	did	VVD(VVD)	do
POwgd449_528:9	not	RB(RB)	not
POwgd449_528:10	do	VV(VV)	do
POwgd449_528:11	anything	NN(NN)	anything
POwgd449_528:12	_0	PA(PA)	
POwgd449_528:13	because	IN(IN)	because
POwgd449_528:14	she	PP(PP)	she
POwgd449_528:15	forgot	VVD(VVD)	forget
POwgd449_528:16	to	TO(TO)	to
POwgd449_528:17	_2	PA(PA)	

POwgd449_529:1	what	WDT(WDT)	what
POwgd449_529:2	kind	NN(NN)	kind
POwgd449_529:3	of	IN(IN)	of
POwgd449_529:4	person	NN(NN)	person
POwgd449_529:5	now	RB(RB)	now
POwgd449_529:6	do	VVP(VVP)	do
POwgd449_529:7	we	PP(PP)	we
POwgd449_529:8	have	VH(VH)	have
POwgd449_529:9	here	RB(RB)	here

POwgd449_530:1	she	PP(PP)	she
POwgd449_530:2	was	VBD(VBD)	be
POwgd449_530:3	there	RB(RB)	there
POwgd449_530:4	yesterday	RB(RB)	yesterday
POwgd449_530:5	_0	PA(PA)	

POwgd449_531:1	it	PP(PP)	it
POwgd449_531:2	's	VBS(VBS)	be
POwgd449_531:3	like	IN(IN)	like
POwgd449_531:4	in	IN(IN)	in
POwgd449_531:5	middle	NNS(NNS)	middle
POwgd449_531:6	ages	NNS(NNS)	age
POwgd449_531:7	i	PP(PP)	i
POwgd449_531:8	'm	VBP(VBP)	be

POwgd449_532:1	yeah	RE(RE)	yeah
POwgd449_532:2	_0	PA(PA)	
POwgd449_532:3	yeah	RE(RE)	yeah
POwgd449_532:4	and	CC(CC)	and

POwgd449_533:1	anyway	RB(RB)	anyway

POwgd449_534:1	now	RB(RB)	now
POwgd449_534:2	i	PP(PP)	i
POwgd449_534:3	have	VHP(VHP)	have
POwgd449_534:4	to	TO(TO)	to
POwgd449_534:5	call	VV(VV)	call
POwgd449_534:6	her	PP(PP)	she
POwgd449_534:7	_0	PA(PA)	
POwgd449_534:8	xx	UNI(UNI)	
POwgd449_534:9	_28	PA(PA)	
POwgd449_534:10	f_ja	FW(FW)	
POwgd449_534:11	f_hello	FW(FW)	
POwgd449_534:12	a_[firstname3]	NP(NP)	
POwgd449_534:13	f_ich	FW(FW)	
POwgd449_534:14	f_bin	FW(FW)	
POwgd449_534:15	f_es	FW(FW)	
POwgd449_534:16	_0	PA(PA)	
POwgd449_534:17	f_so	FW(FW)	
POwgd449_534:18	f_i	FW(FW)	
POwgd449_534:19	f_habe	FW(FW)	
POwgd449_534:20	f_jetzt	FW(FW)	
POwgd449_534:21	f_einmal	FW(FW)	
POwgd449_534:22	f_alles	FW(FW)	
POwgd449_534:23	f_gebracht	FW(FW)	
POwgd449_534:24	f_mit	FW(FW)	
POwgd449_534:25	f_milch	FW(FW)	
POwgd449_534:26	f_und	FW(FW)	
POwgd449_534:27	f_so	FW(FW)	
POwgd449_534:28	f_brauchst	FW(FW)	
POwgd449_534:29	f_jetzt	FW(FW)	
POwgd449_534:30	f_gar	FW(FW)	
POwgd449_534:31	f_nichts	FW(FW)	
POwgd449_534:32	f_mehr	FW(FW)	
POwgd449_534:33	f_machen	FW(FW)	
POwgd449_534:34	_0	PA(PA)	
POwgd449_534:35	f_vielleicht	FW(FW)	
POwgd449_534:36	f_nur	FW(FW)	
POwgd449_534:37	f_noch	FW(FW)	
POwgd449_534:38	f_einmal	FW(FW)	
POwgd449_534:39	f_er	FW(FW)	
POwgd449_534:40	f_frischen	FW(FW)	
POwgd449_534:41	f_kaffee	FW(FW)	
POwgd449_534:42	f_zustellen	FW(FW)	
POwgd449_534:43	_2	PA(PA)	
POwgd449_534:44	f_okay	FW(FW)	
POwgd449_534:45	f_gut	FW(FW)	
POwgd449_534:46	f_gut	FW(FW)	
POwgd449_534:47	f_dann	FW(FW)	
POwgd449_534:48	f_lass	FW(FW)	
POwgd449_534:49	f_das	FW(FW)	
POwgd449_534:50	_1	PA(PA)	
POwgd449_534:51	f_ja	FW(FW)	
POwgd449_534:52	f_ja	FW(FW)	
POwgd449_534:53	f_ja	FW(FW)	
POwgd449_534:54	f_ist	FW(FW)	
POwgd449_534:55	f_kein	FW(FW)	
POwgd449_534:56	f_problem	FW(FW)	
POwgd449_534:57	f_lass	FW(FW)	
POwgd449_534:58	f_das	FW(FW)	
POwgd449_534:59	_0	PA(PA)	
POwgd449_534:60	f_gut	FW(FW)	
POwgd449_534:61	f_tschau	FW(FW)	
POwgd449_534:62	f_tschau	FW(FW)	
POwgd449_534:63	_7	PA(PA)	

POwgd449_535:1	sorry	FI(FI)	sorry
POwgd449_535:2	to	TO(TO)	to
POwgd449_535:3	interrupt	VV(VV)	interrupt
POwgd449_535:4	you	PP(PP)	you
POwgd449_535:5	_2	PA(PA)	
POwgd449_535:6	sorry	FI(FI)	sorry
POwgd449_535:7	to	TO(TO)	to
POwgd449_535:8	interrupt	VV(VV)	interrupt
POwgd449_535:9	you	PP(PP)	you
POwgd449_535:10	_15	PA(PA)	

POwgd449_536:1	erm	UH(UH)	erm
POwgd449_536:2	_0	PA(PA)	
POwgd449_536:3	i	PP(PP)	i
POwgd449_536:4	i	PP(PP)	i
POwgd449_536:5	'm	VBP(VBP)	be
POwgd449_536:6	asking	VVG(VVG)	ask
POwgd449_536:7	about	IN(IN)	about
POwgd449_536:8	xxx	UNI(UNI)	
POwgd449_536:9	x	UNI(UNI)	
POwgd449_536:10	but	CC(CC)	but
POwgd449_536:11	_0	PA(PA)	
POwgd449_536:12	if	IN(IN)	if
POwgd449_536:13	you	PP(PP)	you
POwgd449_536:14	think	VVP(VVP)	think
POwgd449_536:15	everything	NN(NN)	everything
POwgd449_536:16	you	PP(PP)	you
POwgd449_536:17	may	MD(MD)	may
POwgd449_536:18	put	VV(VV)	put
POwgd449_536:19	everything	NN(NN)	everything
POwgd449_536:20	on	IN(IN)	on
POwgd449_536:21	the	DT(DT)	the
POwgd449_536:22	web	NN(NN)	web
POwgd449_536:23	_0	PA(PA)	

POwgd449_537:1	sorry	FI(FI)	sorry

POwgd449_538:1	and	CC(CC)	and
POwgd449_538:2	then	RB(RB)	then
POwgd449_538:3	you	PP(PP)	you
POwgd449_538:4	might	MD(MD)	may
POwgd449_538:5	also	RB(RB)	also
POwgd449_538:6	_0	PA(PA)	
POwgd449_538:7	open	VV(VV)	open
POwgd449_538:8	a	DT(DT)	a
POwgd449_538:9	p-	XX(XX)	
POwgd449_538:10	er	UH(UH)	er
POwgd449_538:11	a	DT(DT)	a
POwgd449_538:12	place	NN(NN)	place
POwgd449_538:13	where	WRB(WRB)	where
POwgd449_538:14	people	NNS(NNS)	people
POwgd449_538:15	can	MD(MD)	can
POwgd449_538:16	add	VV(VV)	add
POwgd449_538:17	their	PP$(PP$)	they
POwgd449_538:18	opinion	NN(NN)	opinion

POwgd449_539:1	oh	UH(UH)	oh
POwgd449_539:2	yes	RE(RE)	yes
POwgd449_539:3	like	IN(IN)	like
POwgd449_539:4	a	DT(DT)	a
POwgd449_539:5	forum	NN(NN)	forum
POwgd449_539:6	_1	PA(PA)	

POwgd449_540:1	forum	NN(NN)	forum
POwgd449_540:2	yes	RE(RE)	yes
POwgd449_540:3	_3	PA(PA)	

POwgd449_541:1	yeah	RE(RE)	yeah

POwgd449_542:1	and	CC(CC)	and
POwgd449_542:2	er	UH(UH)	er
POwgd449_542:3	_19	PA(PA)	

POwgd449_543:1	dammit	FI(FI)	dammit
POwgd449_543:2	xx	UNI(UNI)	
POwgd449_543:3	xx	UNI(UNI)	

POwgd449_544:1	may	MD(MD)	may
POwgd449_544:2	i	PP(PP)	i
POwgd449_544:3	xx	UNI(UNI)	
POwgd449_544:4	x	UNI(UNI)	
POwgd449_544:5	to	IN(IN)	to
POwgd449_544:6	the	DT(DT)	the
POwgd449_544:7	library	NN(NN)	library
POwgd449_544:8	_0	PA(PA)	
POwgd449_544:9	these	DT(DT)	these
POwgd449_544:10	booklets	NNS(NNS)	booklet
POwgd449_544:11	_0	PA(PA)	

POwgd449_545:1	x	UNI(UNI)	
POwgd449_545:2	x	UNI(UNI)	
POwgd449_545:3	x	UNI(UNI)	
POwgd449_545:4	x	UNI(UNI)	
POwgd449_545:5	x	UNI(UNI)	
POwgd449_545:6	x	UNI(UNI)	
POwgd449_545:7	xx	UNI(UNI)	

POwgd449_546:1	xx	UNI(UNI)	
POwgd449_546:2	x	UNI(UNI)	
POwgd449_546:3	one	CD(CD)	one
POwgd449_546:4	can	MD(MD)	can
POwgd449_546:5	be	VB(VB)	be
POwgd449_546:6	sent	VVN(VVN)	send
POwgd449_546:7	for	IN(IN)	for
POwgd449_546:8	studying	VVG(NN)	study/studying
POwgd449_546:9	purposes	NNS(NNS)	purpose

POwgd449_547:1	honest	JJ(JJ)	honest
POwgd449_547:2	_0	PA(PA)	
POwgd449_547:3	well	DM(DM)	well
POwgd449_547:4	yeah	RE(RE)	yeah
POwgd449_547:5	_0	PA(PA)	
POwgd449_547:6	promotion	NN(NN)	promotion
POwgd449_547:7	yeah	RE(RE)	yeah
POwgd449_547:8	the	DT(DT)	the
POwgd449_547:9	language	NN(NN)	language
POwgd449_547:10	xx	UNI(UNI)	
POwgd449_547:11	_2	PA(PA)	
POwgd449_547:12	yeah	RE(RE)	yeah
POwgd449_547:13	_0	PA(PA)	
POwgd449_547:14	i	PP(PP)	i
POwgd449_547:15	i	PP(PP)	i
POwgd449_547:16	will	MD(MD)	will
POwgd449_547:17	_2	PA(PA)	
POwgd449_547:18	er	UH(UH)	er
POwgd449_547:19	yeah	RE(RE)	yeah
POwgd449_547:20	i	PP(PP)	i
POwgd449_547:21	will	MD(MD)	will
POwgd449_547:22	_2	PA(PA)	
POwgd449_547:23	but	CC(CC)	but
POwgd449_547:24	_1	PA(PA)	
POwgd449_547:25	okay	RE(RE)	okay
POwgd449_547:26	_0	PA(PA)	
POwgd449_547:27	but	CC(CC)	but
POwgd449_547:28	we	PP(PP)	we
POwgd449_547:29	're	VBP(VBP)	be
POwgd449_547:30	all	DT(DT)	all
POwgd449_547:31	done	VVN(VVN)	do
POwgd449_547:32	so	DM(DM)	so
POwgd449_547:33	we	PP(PP)	we
POwgd449_547:34	we	PP(PP)	we
POwgd449_547:35	do	VVP(VVP)	do
POwgd449_547:36	n't	RB(RB)	not
POwgd449_547:37	need	VV(VV)	need
POwgd449_547:38	any	DT(DT)	any
POwgd449_547:39	more	JJR(JJR)	more
POwgd449_547:40	_0	PA(PA)	
POwgd449_547:41	things	NNS(NNS)	thing
POwgd449_547:42	but	CC(CC)	but
POwgd449_547:43	i	PP(PP)	i
POwgd449_547:44	will	MD(MD)	will
POwgd449_547:45	include	VV(VV)	include
POwgd449_547:46	the	DT(DT)	the
POwgd449_547:47	thing	NN(NN)	thing
POwgd449_547:48	about	IN(IN)	about
POwgd449_547:49	language	NN(NN)	language
POwgd449_547:50	that	PRE(PRE)	that
POwgd449_547:51	_26	PA(PA)	
POwgd449_547:52	a_[S2]	NP(NP)	
POwgd449_547:53	could	MD(MD)	can
POwgd449_547:54	you	PP(PP)	you
POwgd449_547:55	get	VV(VV)	get
POwgd449_547:56	me	PP(PP)	i
POwgd449_547:57	some	DT(DT)	some
POwgd449_547:58	coffee	NN(NN)	coffee
POwgd449_547:59	please	FI(FI)	please
POwgd449_547:60	_0	PA(PA)	
POwgd449_547:61	could	MD(MD)	can
POwgd449_547:62	you	PP(PP)	you
POwgd449_547:63	get	VV(VV)	get
POwgd449_547:64	me	PP(PP)	i
POwgd449_547:65	some	DT(DT)	some
POwgd449_547:66	coffee	NN(NN)	coffee
POwgd449_547:67	please	FI(FI)	please
POwgd449_547:68	_8	PA(PA)	
POwgd449_547:69	shall	MD(MD)	shall
POwgd449_547:70	we	PP(PP)	we
POwgd449_547:71	have	VH(VH)	have
POwgd449_547:72	coffee	NN(NN)	coffee
POwgd449_547:73	during	IN(IN)	during
POwgd449_547:74	this	DT(DT)	this

POwgd449_548:1	let	VV(VV)	let
POwgd449_548:2	's	PP(PP)	we
POwgd449_548:3	have	VH(VH)	have
POwgd449_548:4	coffee	NN(NN)	coffee
POwgd449_548:5	_0	PA(PA)	
POwgd449_548:6	erm	UH(UH)	erm

POwgd449_549:1	now	RB(RB)	now

POwgd449_550:1	a_[firstname4]	NP(NP)	
POwgd449_550:2	has	VHZ(VHZ)	have
POwgd449_550:3	to	TO(TO)	to
POwgd449_550:4	go	VV(VV)	go
POwgd449_550:5	and	CC(CC)	and
POwgd449_550:6	_0	PA(PA)	
POwgd449_550:7	book	VV(VV)	book
POwgd449_550:8	her	PP$(PP$)	she
POwgd449_550:9	hotel	NN(NN)	hotel
POwgd449_550:10	_0	PA(PA)	
POwgd449_550:11	because	IN(IN)	because
POwgd449_550:12	she	PP(PP)	she
POwgd449_550:13	's	VBS(VBS)	be
POwgd449_550:14	gon	VVG(VVG)	go
POwgd449_550:15	na	TO(TO)	to
POwgd449_550:16	register	VV(VV)	register
POwgd449_550:17	in	IN(IN)	in
POwgd449_550:18	barcelona	NP(NP)	barcelona
POwgd449_550:19	_0	PA(PA)	
POwgd449_550:20	so	DM(DM)	so
POwgd449_550:21	_0	PA(PA)	
POwgd449_550:22	if	IN(IN)	if
POwgd449_550:23	you	PP(PP)	you
POwgd449_550:24	have	VHP(VHP)	have
POwgd449_550:25	coffee	NN(NN)	coffee
POwgd449_550:26	well	DM(DM)	well
POwgd449_550:27	_1	PA(PA)	
POwgd449_550:28	is	VBZ(VBZ)	be
POwgd449_550:29	everyone	NN(NN)	everyone
POwgd449_550:30	's	VBS(VBS)	be
POwgd449_550:31	writing	VVG(VVG)	write
POwgd449_550:32	up	RP(RP)	up
POwgd449_550:33	now	RB(RB)	now
POwgd449_550:34	_1	PA(PA)	

POwgd449_551:1	we	PP(PP)	we
POwgd449_551:2	're	VBP(VBP)	be
POwgd449_551:3	almost	RB(RB)	almost
POwgd449_551:4	done	VVN(VVN)	do
POwgd449_551:5	@	LA(LA)	

POwgd449_552:1	how	WRB(WRB)	how
POwgd449_552:2	many	JJ(JJ)	many
POwgd449_552:3	have	VHP(VHP)	have
POwgd449_552:4	you	PP(PP)	you
POwgd449_552:5	got	VVN(VVN)	get
POwgd449_552:6	left	RB(RB)	left
POwgd449_552:7	to	TO(TO)	to
POwgd449_552:8	do	VV(VV)	do

POwgd449_553:1	five	CD(CD)	five
POwgd449_553:2	_0	PA(PA)	

POwgd449_554:1	all	RB(RB)	all
POwgd449_554:2	right	RB(RB)	right
POwgd449_554:3	_2	PA(PA)	

POwgd449_555:1	but	CC(CC)	but
POwgd449_555:2	they	PP(PP)	they
POwgd449_555:3	er	UH(UH)	er
POwgd449_555:4	i	PP(PP)	i
POwgd449_555:5	just	RB(RB)	just
POwgd449_555:6	have	VHP(VHP)	have
POwgd449_555:7	to	TO(TO)	to
POwgd449_555:8	_0	PA(PA)	
POwgd449_555:9	write	VV(VV)	write
POwgd449_555:10	them	PP(PP)	they
POwgd449_555:11	on	IN(IN)	on
POwgd449_555:12	the	DT(DT)	the
POwgd449_555:13	post-its	NNS(NNS)	post-it
POwgd449_555:14	that	DT(DT)	that
POwgd449_555:15	's	VBS(VBS)	be
POwgd449_555:16	all	DT(DT)	all
POwgd449_555:17	_6	PA(PA)	

POwgd449_556:1	with	IN(IN)	with
POwgd449_556:2	milk	NN(NN)	milk
POwgd449_556:3	_0	PA(PA)	

POwgd449_557:1	no	RE(RE)	no
POwgd449_557:2	_0	PA(PA)	
POwgd449_557:3	without	IN(IN)	without
POwgd449_557:4	black	JJ(JJ)	black
POwgd449_557:5	_0	PA(PA)	
POwgd449_557:6	please	FI(FI)	please
POwgd449_557:7	_5	PA(PA)	
POwgd449_557:8	thank	FI(FI)	thank
POwgd449_557:9	you	FI(FI)	you
POwgd449_557:10	very	RB(RB)	very
POwgd449_557:11	much	RB(RB)	much

POwgd449_558:1	you	FI(FI)	you
POwgd449_558:2	're	FI(FI)	be
POwgd449_558:3	welcome	FI(FI)	welcome
POwgd449_558:4	_7	PA(PA)	

POwgd449_559:1	i	PP(PP)	i
POwgd449_559:2	'm	VBP(VBP)	be
POwgd449_559:3	going	VVG(VVG)	go
POwgd449_559:4	for	IN(IN)	for
POwgd449_559:5	a	DT(DT)	a
POwgd449_559:6	second	NN(NN)	second

POwgd449_560:1	yeah	RE(RE)	yeah

