POmtg316_1:1	let	VV(VV)	let
POmtg316_523:6	tomorrow	RB(RB)	tomorrow
POmtg316_523:7	_0	PA(PA)	
POmtg316_523:8	i	PP(PP)	i
POmtg316_523:9	will	MD(MD)	will
POmtg316_523:10	a	DT(DT)	a
POmtg316_523:11	make	VV(VV)	make
POmtg316_523:12	_0	PA(PA)	
POmtg316_523:13	a	DT(DT)	a
POmtg316_523:14	presentation	NN(NN)	presentation
POmtg316_523:15	basing	VVG(VVG)	base
POmtg316_523:16	on	IN(IN)	on
POmtg316_523:17	some	DT(DT)	some
POmtg316_523:18	keywords	NNS(NNS)	keyword
POmtg316_523:19	_0	PA(PA)	
POmtg316_523:20	on	IN(IN)	on
POmtg316_523:21	a	DT(DT)	a
POmtg316_523:22	transparency	NN(NN)	transparency
POmtg316_523:23	_0	PA(PA)	
POmtg316_523:24	and	CC(CC)	and
POmtg316_523:25	the	DT(DT)	the
POmtg316_523:26	_0	PA(PA)	
POmtg316_523:27	things	NNS(NNS)	thing
POmtg316_523:28	that	PRE(PRE)	that
POmtg316_523:29	we	PP(PP)	we
POmtg316_523:30	have	VHP(VHP)	have
POmtg316_523:31	just	RB(RB)	just
POmtg316_523:32	discussed	VVN(VVN)	discuss
POmtg316_523:33	will	MD(MD)	will
POmtg316_523:34	be	VB(VB)	be
POmtg316_523:35	just	RB(RB)	just
POmtg316_523:36	_0	PA(PA)	
POmtg316_523:37	handed	VVN(VVN)	hand
POmtg316_523:38	in	IN(IN)	in

POmtg316_524:1	hm	RE(RE)	hm

POmtg316_525:1	as	IN(IN)	as
POmtg316_525:2	a	DT(DT)	a
POmtg316_525:3	handout	NN(NN)	handout

POmtg316_526:1	mhm	RE(RE)	mhm

POmtg316_527:1	yah	RE(RE)	yah

POmtg316_528:1	it	PP(PP)	it
POmtg316_528:2	's	VBS(VBS)	be
POmtg316_528:3	a	DT(DT)	a
POmtg316_528:4	good	JJ(JJ)	good
POmtg316_528:5	idea	NN(NN)	idea

POmtg316_529:1	and	CC(CC)	and
POmtg316_529:2	er	UH(UH)	er
POmtg316_529:3	_0	PA(PA)	
POmtg316_529:4	this	DT(DT)	this
POmtg316_529:5	will	MD(MD)	will
POmtg316_529:6	not	RB(RB)	not
POmtg316_529:7	be	VB(VB)	be
POmtg316_529:8	_0	PA(PA)	
POmtg316_529:9	subject	NN(NN)	subject
POmtg316_529:10	of	IN(IN)	of
POmtg316_529:11	the	DT(DT)	the
POmtg316_529:12	discussion	NN(NN)	discussion
POmtg316_529:13	i	PP(PP)	i
POmtg316_529:14	will	MD(MD)	will
POmtg316_529:15	just	RB(RB)	just
POmtg316_529:16	er	UH(UH)	er
POmtg316_529:17	present	VV(VV)	present
POmtg316_529:18	them	PP(PP)	they
POmtg316_529:19	as	IN(IN)	as
POmtg316_529:20	a	DT(DT)	a
POmtg316_529:21	_0	PA(PA)	
POmtg316_529:22	result	NN(NN)	result
POmtg316_529:23	of	IN(IN)	of
POmtg316_529:24	the	DT(DT)	the
POmtg316_529:25	er	UH(UH)	er
POmtg316_529:26	brainstorm	NN(NN)	brainstorm

POmtg316_530:1	mhm	RE(RE)	mhm

POmtg316_531:1	mhm	RE(RE)	mhm

POmtg316_532:1	and	CC(CC)	and
POmtg316_532:2	will	MD(MD)	will
POmtg316_532:3	invite	VV(VV)	invite
POmtg316_532:4	er	UH(UH)	er
POmtg316_532:5	discussion	NN(NN)	discussion
POmtg316_532:6	_1	PA(PA)	
POmtg316_532:7	erm	UH(UH)	erm
POmtg316_532:8	_1	PA(PA)	

POmtg316_533:1	x	UNI(UNI)	

POmtg316_534:1	well	DM(DM)	well
POmtg316_534:2	in	IN(IN)	in
POmtg316_534:3	the	DT(DT)	the
POmtg316_534:4	coming	JJ(JJ)	coming
POmtg316_534:5	weeks	NNS(NNS)	week
POmtg316_534:6	days	NNS(NNS)	day
POmtg316_534:7	and	CC(CC)	and
POmtg316_534:8	then	RB(RB)	then
POmtg316_534:9	i	PP(PP)	i
POmtg316_534:10	will	MD(MD)	will
POmtg316_534:11	ask	VV(VV)	ask
POmtg316_534:12	_0	PA(PA)	
POmtg316_534:13	the	DT(DT)	the
POmtg316_534:14	audience	NN(NN)	audience
POmtg316_534:15	_0	PA(PA)	
POmtg316_534:16	what	WP(WP)	what
POmtg316_534:17	_0	PA(PA)	
POmtg316_534:18	kind	NN(NN)	kind
POmtg316_534:19	of	IN(IN)	of
POmtg316_534:20	continuation	NN(NN)	continuation
POmtg316_534:21	there	EX(EX)	there
POmtg316_534:22	should	MD(MD)	shall
POmtg316_534:23	be	VB(VB)	be
POmtg316_534:24	_0	PA(PA)	

POmtg316_535:1	mhm	RE(RE)	mhm

POmtg316_536:1	whether	IN(IN)	whether
POmtg316_536:2	in	IN(IN)	in
POmtg316_536:3	these	DT(DT)	these
POmtg316_536:4	same	JJ(JJ)	same
POmtg316_536:5	groups	NNS(NNS)	group
POmtg316_536:6	that	DT(DT)/PRE(PRE)	that
POmtg316_536:7	is	VBZ(VBZ)	be
POmtg316_536:8	the	DT(DT)	the
POmtg316_536:9	criteria	NNS(NNS)	criterion
POmtg316_536:10	group	NN(NN)	group
POmtg316_536:11	or	CC(CC)	or
POmtg316_536:12	project	NN(NN)	project
POmtg316_536:13	management	NN(NN)	management
POmtg316_536:14	group	NN(NN)	group
POmtg316_536:15	or	CC(CC)	or
POmtg316_536:16	perhaps	RB(RB)	perhaps
POmtg316_536:17	ideally	RB(RB)	ideally
POmtg316_536:18	_0	PA(PA)	
POmtg316_536:19	another	DT(DT)	another
POmtg316_536:20	group	NN(NN)	group
POmtg316_536:21	will	MD(MD)	will
POmtg316_536:22	be	VB(VB)	be
POmtg316_536:23	set	VVN(VVN)	set

POmtg316_537:1	@@@	LA(LA)	
POmtg316_537:2	_0	PA(PA)	

POmtg316_538:1	@@@@	LA(LA)	

POmtg316_539:1	composed	VVN(VVN)	compose
POmtg316_539:2	of	IN(IN)	of
POmtg316_539:3	_0	PA(PA)	
POmtg316_539:4	participants	NNS(NNS)	participant
POmtg316_539:5	of	IN(IN)	of
POmtg316_539:6	the	DT(DT)	the
POmtg316_539:7	two	CD(CD)	two
POmtg316_539:8	the	DT(DT)	the
POmtg316_539:9	criteria	NNS(NNS)	criterion
POmtg316_539:10	and	CC(CC)	and
POmtg316_539:11	the	DT(DT)	the
POmtg316_539:12	management	NN(NN)	management
POmtg316_539:13	group	NN(NN)	group
POmtg316_539:14	_0	PA(PA)	
POmtg316_539:15	which	PRE(PRE)	which
POmtg316_539:16	will	MD(MD)	will
POmtg316_539:17	_0	PA(PA)	
POmtg316_539:18	dwell	VV(VV)	dwell
POmtg316_539:19	upon	IN(IN)	upon
POmtg316_539:20	the	DT(DT)	the
POmtg316_539:21	manual	NN(NN)	manual
POmtg316_539:22	itself	PP(PP)	it

POmtg316_540:1	yes	RE(RE)	yes

POmtg316_541:1	hm	RE(RE)	hm

POmtg316_542:1	hm	RE(RE)	hm
POmtg316_542:2	_0	PA(PA)	

POmtg316_543:1	because	IN(IN)	because
POmtg316_543:2	there	EX(EX)	there
POmtg316_543:3	is	VBZ(VBZ)	be
POmtg316_543:4	a	DT(DT)	a
POmtg316_543:5	question	NN(NN)	question
POmtg316_543:6	of	IN(IN)	of
POmtg316_543:7	how	WRB(WRB)	how
POmtg316_543:8	to	TO(TO)	to
POmtg316_543:9	proceed	VV(VV)	proceed
POmtg316_543:10	with	IN(IN)	with
POmtg316_543:11	the	DT(DT)	the
POmtg316_543:12	maybe	RB(RB)	maybe
POmtg316_543:13	er	UH(UH)	er
POmtg316_543:14	creating	VVG(VVG)	create
POmtg316_543:15	a	DT(DT)	a
POmtg316_543:16	p-	XX(XX)	
POmtg316_543:17	_0	PA(PA)	

POmtg316_545:1	mhm	RE(RE)	mhm

POmtg316_546:1	a	DT(DT)	a
POmtg316_546:2	final	JJ(JJ)	final
POmtg316_546:3	product	NN(NN)	product
POmtg316_546:4	a	DT(DT)	a
POmtg316_546:5	ready	JJ(JJ)	ready
POmtg316_546:6	product	NN(NN)	product
POmtg316_546:7	_2	PA(PA)	
POmtg316_546:8	huh	UH(UH)	huh
POmtg316_546:9	huh	UH(UH)	huh
POmtg316_546:10	huh	UH(UH)	huh
POmtg316_546:11	okay	RE(RE)	okay
POmtg316_546:12	thank	FI(FI)	thank
POmtg316_546:13	you	FI(FI)	you
POmtg316_546:14	very	RB(RB)	very
POmtg316_546:15	much	RB(RB)	much
POmtg316_546:16	_0	PA(PA)	

POmtg316_547:1	mhm	RE(RE)	mhm

POmtg316_548:1	okay	RE(RE)	okay

POmtg316_549:1	thank	FI(FI)	thank
POmtg316_549:2	you	FI(FI)	you

POmtg316_550:1	thank	FI(FI)	thank
POmtg316_550:2	you	FI(FI)	you
POmtg316_550:3	to	IN(IN)	to
POmtg316_550:4	you	PP(PP)	you

POmtg316_551:1	xxxx	UNI(UNI)	

POmtg316_552:1	a	DT(DT)	a
POmtg316_552:2	a	DT(DT)	a
POmtg316_552:3	a	DT(DT)	a
POmtg316_552:4	brief	JJ(JJ)	brief
POmtg316_552:5	break	NN(NN)	break
POmtg316_552:6	will	MD(MD)	will
POmtg316_552:7	_0	PA(PA)	

POmtg316_553:1	x	UNI(UNI)	

POmtg316_554:1	yeah	RE(RE)	yeah
POmtg316_554:2	and	CC(CC)	and
POmtg316_554:3	a	DT(DT)	a
POmtg316_554:4	few	JJ(JJ)	few
POmtg316_554:5	er	UH(UH)	er
POmtg316_554:6	couple	NN(NN)	couple
POmtg316_554:7	of	IN(IN)	of
POmtg316_554:8	things	NNS(NNS)	thing
POmtg316_554:9	about	IN(IN)	about
POmtg316_554:10	er	UH(UH)	er
POmtg316_554:11	the	DT(DT)	the
POmtg316_554:12	the	DT(DT)	the
POmtg316_554:13	dinner	NN(NN)	dinner
POmtg316_554:14	now	RB(RB)	now
POmtg316_554:15	_0	PA(PA)	
POmtg316_554:16	er	UH(UH)	er
POmtg316_554:17	_1	PA(PA)	
POmtg316_554:18	the	DT(DT)	the
POmtg316_554:19	basic	JJ(JJ)	basic
POmtg316_554:20	question	NN(NN)	question
POmtg316_554:21	is	VBZ(VBZ)	be
POmtg316_554:22	do	VVP(VVP)	do
POmtg316_554:23	you	PP(PP)	you
POmtg316_554:24	wan	VV(VV)	want
POmtg316_554:25	na	TO(TO)	to
POmtg316_554:26	go	VV(VV)	go
POmtg316_554:27	back	RB(RB)	back
POmtg316_554:28	to	IN(IN)	to
POmtg316_554:29	the	DT(DT)	the
POmtg316_554:30	hotel	NN(NN)	hotel
POmtg316_554:31	and	CC(CC)	and
POmtg316_554:32	should	MD(MD)	shall
POmtg316_554:33	we	PP(PP)	we
POmtg316_554:34	meet	VV(VV)	meet
POmtg316_554:35	er	UH(UH)	er
POmtg316_554:36	should	MD(MD)	shall
POmtg316_554:37	we	PP(PP)	we
POmtg316_554:38	go	VV(VV)	go
POmtg316_554:39	and	CC(CC)	and
POmtg316_554:40	d-	XX(XX)	
POmtg316_554:41	d-	XX(XX)	
POmtg316_554:42	and	CC(CC)	and
POmtg316_554:43	get	VV(VV)	get
POmtg316_554:44	you	PP(PP)	you
POmtg316_554:45	at	IN(IN)	at
POmtg316_554:46	your	PP$(PP$)	you
POmtg316_554:47	hotel	NN(NN)	hotel

POmtg316_555:1	yes	RE(RE)	yes

POmtg316_556:1	in	IN(IN)	in
POmtg316_556:2	the	DT(DT)	the
POmtg316_556:3	hall	NN(NN)	hall

POmtg316_557:1	yes	RE(RE)	yes
POmtg316_557:2	_0	PA(PA)	
POmtg316_557:3	xx	UNI(UNI)	

POmtg316_558:1	mhm	RE(RE)	mhm

POmtg316_559:1	and	CC(CC)	and
POmtg316_559:2	then	RB(RB)	then
POmtg316_559:3	we	PP(PP)	we
POmtg316_559:4	walk	VVP(VVP)	walk
POmtg316_559:5	there	RB(RB)	there
POmtg316_559:6	together	RB(RB)	together
POmtg316_559:7	because	IN(IN)	because
POmtg316_559:8	i	PP(PP)	i
POmtg316_559:9	x	UNI(UNI)	
POmtg316_559:10	er	UH(UH)	er
POmtg316_559:11	it	PP(PP)	it
POmtg316_559:12	takes	VVZ(VVZ)	take
POmtg316_559:13	about	IN(IN)	about
POmtg316_559:14	_0	PA(PA)	
POmtg316_559:15	how	WRB(WRB)	how
POmtg316_559:16	long	JJ(JJ)	long
POmtg316_559:17	will	MD(MD)	will
POmtg316_559:18	it	PP(PP)	it
POmtg316_559:19	take	VV(VV)	take
POmtg316_559:20	about	RB(RB)	about
POmtg316_559:21	fifteen	CD(CD)	fifteen
POmtg316_559:22	ten	CD(CD)	ten
POmtg316_559:23	_0	PA(PA)	
POmtg316_559:24	fifteen	CD(CD)	fifteen
POmtg316_559:25	minutes	NNS(NNS)	minute

POmtg316_560:1	ten	CD(CD)	ten

POmtg316_561:1	x	UNI(UNI)	

POmtg316_562:1	walking	VVG(NN)	walk/walking

POmtg316_563:1	it	PP(PP)	it
POmtg316_563:2	's	VBS(VBS)	be
POmtg316_563:3	basically	RB(RB)	basically
POmtg316_563:4	where	WRB(WRB)	where
POmtg316_563:5	the	DT(DT)	the
POmtg316_563:6	_0	PA(PA)	
POmtg316_563:7	maybe	RB(RB)	maybe
POmtg316_563:8	you	PP(PP)	you
POmtg316_563:9	_1	PA(PA)	
POmtg316_563:10	see	VVP(VVP)	see
POmtg316_563:11	the	DT(DT)	the
POmtg316_563:12	two	CD(CD)	two
POmtg316_563:13	big	JJ(JJ)	big
POmtg316_563:14	museums	NNS(NNS)	museum
POmtg316_563:15	_1	PA(PA)	
POmtg316_563:16	er	UH(UH)	er
POmtg316_563:17	so	DM(DM)	so
POmtg316_563:18	it	PP(PP)	it
POmtg316_563:19	's	VBS(VBS)	be
POmtg316_563:20	basically	RB(RB)	basically
POmtg316_563:21	just	RB(RB)	just
POmtg316_563:22	you	PP(PP)	you
POmtg316_563:23	follow	VVP(VVP)	follow
POmtg316_563:24	along	IN(IN)	along
POmtg316_563:25	the	DT(DT)	the
POmtg316_563:26	the	DT(DT)	the
POmtg316_563:27	the	DT(DT)	the
POmtg316_563:28	f_ring	FW(FW)	
POmtg316_563:29	and	CC(CC)	and
POmtg316_563:30	on	IN(IN)	on
POmtg316_563:31	the	DT(DT)	the
POmtg316_563:32	right-hand	JJ(JJ)	right-hand
POmtg316_563:33	side	NN(NN)	side
POmtg316_563:34	you	PP(PP)	you
POmtg316_563:35	find	VVP(VVP)	find
POmtg316_563:36	the	DT(DT)	the
POmtg316_563:37	_0	PA(PA)	

POmtg316_564:1	hm	RE(RE)	hm

POmtg316_565:1	yah	RE(RE)	yah

POmtg316_566:1	the	DT(DT)	the
POmtg316_566:2	two	CD(CD)	two
POmtg316_566:3	huge	JJ(JJ)	huge
POmtg316_566:4	buildings	NNS(NNS)	building
POmtg316_566:5	which	PRE(PRE)	which
POmtg316_566:6	are	VBP(VBP)	be
POmtg316_566:7	the	DT(DT)	the
POmtg316_566:8	two	CD(CD)	two
POmtg316_566:9	museums	NNS(NNS)	museum
POmtg316_566:10	_0	PA(PA)	

POmtg316_567:1	mhm	RE(RE)	mhm

POmtg316_568:1	and	CC(CC)	and
POmtg316_568:2	the	DT(DT)	the
POmtg316_568:3	left	JJ(JJ)	left
POmtg316_568:4	the	DT(DT)	the
POmtg316_568:5	one	NN(NN)	one
POmtg316_568:6	_0	PA(PA)	

POmtg316_569:1	mhm	RE(RE)	mhm

POmtg316_570:1	to	IN(IN)	to
POmtg316_570:2	your	PP$(PP$)	you
POmtg316_570:3	left	JJ(JJ)	left
POmtg316_570:4	hand	NN(NN)	hand
POmtg316_570:5	is	VBZ(VBZ)	be
POmtg316_570:6	the	DT(DT)	the
POmtg316_570:7	f_kunst-	FW(FW)	
POmtg316_570:8	_0	PA(PA)	
POmtg316_570:9	f_er	FW(FW)	
POmtg316_570:10	f_-historische	FW(FW)	
POmtg316_570:11	f_museum	FW(FW)	
POmtg316_570:12	_0	PA(PA)	
POmtg316_570:13	er	UH(UH)	er
POmtg316_570:14	that	DT(DT)	that
POmtg316_570:15	is	VBZ(VBZ)	be
POmtg316_570:16	er	UH(UH)	er
POmtg316_570:17	if	IN(IN)	if
POmtg316_570:18	you	PP(PP)	you
POmtg316_570:19	look	VVP(VVP)	look
POmtg316_570:20	_0	PA(PA)	
POmtg316_570:21	kind	RB(RB)	kind
POmtg316_570:22	of	RB(RB)	of
POmtg316_570:23	not	RB(RB)	not
POmtg316_570:24	_0	PA(PA)	
POmtg316_570:25	into	IN(IN)	into
POmtg316_570:26	the	DT(DT)	the
POmtg316_570:27	center	NN(NN)	center
POmtg316_570:28	but	CC(CC)	but
POmtg316_570:29	_0	PA(PA)	
POmtg316_570:30	outside	RB(RB)	outside
POmtg316_570:31	on	IN(IN)	on
POmtg316_570:32	the	DT(DT)	the
POmtg316_570:33	_0	PA(PA)	

POmtg316_571:1	mhm	RE(RE)	mhm

POmtg316_572:1	left-hand	JJ(JJ)	left-hand
POmtg316_572:2	side	NN(NN)	side
POmtg316_572:3	_0	PA(PA)	
POmtg316_572:4	but	CC(CC)	but
POmtg316_572:5	er	UH(UH)	er

POmtg316_573:1	where	WRB(WRB)	where
POmtg316_573:2	is	VBZ(VBZ)	be
POmtg316_573:3	maria	NP(NP)	maria
POmtg316_573:4	therese	NP(NP)	therese
POmtg316_573:5	sitting	VVG(VVG)	sit
POmtg316_573:6	at	IN(IN)	at
POmtg316_573:7	the	DT(DT)	the
POmtg316_573:8	moment	NN(NN)	moment

POmtg316_574:1	sorry	FI(FI)	sorry

POmtg316_575:1	where	WRB(WRB)	where
POmtg316_575:2	is	VBZ(VBZ)	be
POmtg316_575:3	maria	NP(NP)	maria
POmtg316_575:4	therese	NP(NP)	therese
POmtg316_575:5	sitting	VVG(VVG)	sit
POmtg316_575:6	_0	PA(PA)	

POmtg316_576:1	xxxxxxx	UNI(UNI)	

POmtg316_577:1	she	PP(PP)	she
POmtg316_577:2	's	VBS(VBS)	be
POmtg316_577:3	sitting	VVG(VVG)	sit
POmtg316_577:4	on	IN(IN)	on
POmtg316_577:5	the	DT(DT)	the
POmtg316_577:6	right	NN(NN)	right
POmtg316_577:7	and	CC(CC)	and

POmtg316_578:1	f_maria	FW(FW)	
POmtg316_578:2	f_theresia	FW(FW)	
POmtg316_578:3	is	VBZ(VBZ)	be
POmtg316_578:4	sitting	VVG(VVG)	sit
POmtg316_578:5	in	IN(IN)	in
POmtg316_578:6	the	DT(DT)	the
POmtg316_578:7	middle	NN(NN)	middle

POmtg316_579:1	@@@@@@@@@@@@@@	LA(LA)	

POmtg316_580:1	so	DM(DM)	so
POmtg316_580:2	from	IN(IN)	from
POmtg316_580:3	f_marie	FW(FW)	
POmtg316_580:4	f_theresa	FW(FW)	

POmtg316_581:1	if	IN(IN)	if
POmtg316_581:2	you	PP(PP)	you
POmtg316_581:3	look	VVP(VVP)	look
POmtg316_581:4	into	IN(IN)	into
POmtg316_581:5	er	UH(UH)	er
POmtg316_581:6	i	PP(PP)	i
POmtg316_581:7	have	VHP(VHP)	have
POmtg316_581:8	to	TO(TO)	to
POmtg316_581:9	ask	VV(VV)	ask
POmtg316_581:10	the	DT(DT)	the
POmtg316_581:11	other	JJ(JJ)	other
POmtg316_581:12	austrian	JJ(JJ)	austrian
POmtg316_581:13	er	UH(UH)	er
POmtg316_581:14	er	UH(UH)	er
POmtg316_581:15	the	DT(DT)	the
POmtg316_581:16	other	JJ(JJ)	other
POmtg316_581:17	viennese	JJ(JJ)	viennese
POmtg316_581:18	people	NNS(NNS)	people
POmtg316_581:19	_0	PA(PA)	

POmtg316_582:1	mhm	RE(RE)	mhm

POmtg316_583:1	if	IN(IN)	if
POmtg316_583:2	you	PP(PP)	you
POmtg316_583:3	look	VVP(VVP)	look
POmtg316_583:4	into	IN(IN)	into
POmtg316_583:5	maria	NP(NP)	maria
POmtg316_583:6	theresia	NP(NP)	theresia
POmtg316_583:7	's	POS(POS)	's
POmtg316_583:8	eyes	NNS(NNS)	eye
POmtg316_583:9	_1	PA(PA)	
POmtg316_583:10	then	RB(RB)	then
POmtg316_583:11	it	PP(PP)	it
POmtg316_583:12	's	VBS(VBS)	be
POmtg316_583:13	_0	PA(PA)	

POmtg316_584:1	@@	LA(LA)	

POmtg316_585:1	er	UH(UH)	er
POmtg316_585:2	is	VBZ(VBZ)	be
POmtg316_585:3	she	PP(PP)	she
POmtg316_585:4	she	PP(PP)	she
POmtg316_585:5	's	VBS(VBS)	be
POmtg316_585:6	facing	VVG(VVG)	face
POmtg316_585:7	cen-	XX(XX)	
POmtg316_585:8	_0	PA(PA)	

POmtg316_586:1	xx	UNI(UNI)	

POmtg316_587:1	the	DT(DT)	the
POmtg316_587:2	center	NN(NN)	center
POmtg316_587:3	of	IN(IN)	of
POmtg316_587:4	the	DT(DT)	the
POmtg316_587:5	town	NN(NN)	town
POmtg316_587:6	probably	RB(RB)	probably
POmtg316_587:7	_0	PA(PA)	

POmtg316_588:1	mhm	RE(RE)	mhm

POmtg316_589:1	then	RB(RB)	then
POmtg316_589:2	the	DT(DT)	the
POmtg316_589:3	the	DT(DT)	the
POmtg316_589:4	er	UH(UH)	er
POmtg316_589:5	_0	PA(PA)	
POmtg316_589:6	art	NN(NN)	art
POmtg316_589:7	_0	PA(PA)	
POmtg316_589:8	museum	NN(NN)	museum
POmtg316_589:9	is	VBZ(VBZ)	be
POmtg316_589:10	on	IN(IN)	on
POmtg316_589:11	your	PP$(PP$)	you
POmtg316_589:12	right-han-	XX(XX)	
POmtg316_589:13	er	UH(UH)	er
POmtg316_589:14	left-hand	JJ(JJ)	left-hand
POmtg316_589:15	side	NN(NN)	side
POmtg316_589:16	sorry	FI(FI)	sorry
POmtg316_589:17	_0	PA(PA)	

POmtg316_590:1	xx	UNI(UNI)	

POmtg316_591:1	left-hand	JJ(JJ)	left-hand
POmtg316_591:2	side	NN(NN)	side

POmtg316_592:1	@	LA(LA)	

POmtg316_593:1	okay	RE(RE)	okay

POmtg316_594:1	but	CC(CC)	but
POmtg316_594:2	i	PP(PP)	i
POmtg316_594:3	think	VVP(VVP)	think
POmtg316_594:4	the	DT(DT)	the
POmtg316_594:5	easiest	JJS(JJS)	easy
POmtg316_594:6	way	NN(NN)	way
POmtg316_594:7	anyway	RB(RB)	anyway
POmtg316_594:8	would	MD(MD)	will
POmtg316_594:9	be	VB(VB)	be
POmtg316_594:10	_0	PA(PA)	

POmtg316_595:1	so	DM(DM)	so
POmtg316_595:2	i	PP(PP)	i

POmtg316_596:1	if	IN(IN)	if
POmtg316_596:2	we	PP(PP)	we
POmtg316_596:3	went	VVD(VVD)	go
POmtg316_596:4	there	RB(RB)	there
POmtg316_596:5	together	RB(RB)	together

POmtg316_597:1	it	PP(PP)	it
POmtg316_597:2	's	VBS(VBS)/VHS(VHS)	be/have
POmtg316_597:3	xxxx	UNI(UNI)	

POmtg316_598:1	to	TO(TO)	to
POmtg316_598:2	meet	VV(VV)	meet
POmtg316_598:3	at	IN(IN)	at
POmtg316_598:4	the	DT(DT)	the
POmtg316_598:5	hotel	NN(NN)	hotel

POmtg316_599:1	so	DM(DM)	so
POmtg316_599:2	what	WDT(WDT)	what
POmtg316_599:3	time	NN(NN)	time
POmtg316_599:4	are	VBP(VBP)	be
POmtg316_599:5	we	PP(PP)	we
POmtg316_599:6	meeting	VVG(VVG)	meet
POmtg316_599:7	in	IN(IN)	in
POmtg316_599:8	front	NN(NN)	front
POmtg316_599:9	of	IN(IN)	of
POmtg316_599:10	the	DT(DT)	the
POmtg316_599:11	hotel	NN(NN)	hotel
POmtg316_599:12	or	CC(CC)	or
POmtg316_599:13	in	IN(IN)	in
POmtg316_599:14	the	DT(DT)	the
POmtg316_599:15	hotel	NN(NN)	hotel
POmtg316_599:16	lobby	NN(NN)	lobby

POmtg316_600:1	what	WP(WP)	what
POmtg316_600:2	do	VVP(VVP)	do
POmtg316_600:3	you	PP(PP)	you
POmtg316_600:4	think	VV(VV)	think
POmtg316_600:5	you	PP(PP)	you
POmtg316_600:6	're	VBP(VBP)	be
POmtg316_600:7	my	PP$(PP$)	i
POmtg316_600:8	boss	NN(NN)	boss
POmtg316_600:9	i	PP(PP)	i
POmtg316_600:10	'm	VBP(VBP)	be
POmtg316_600:11	your	PP$(PP$)	you
POmtg316_600:12	secretary	NN(NN)	secretary
POmtg316_600:13	it	PP(PP)	it
POmtg316_600:14	depends	VVZ(VVZ)	depend
POmtg316_600:15	on	IN(IN)	on
POmtg316_600:16	how	WRB(WRB)	how
POmtg316_600:17	xxx	UNI(UNI)	

POmtg316_601:1	yeah	RE(RE)	yeah
POmtg316_601:2	x	UNI(UNI)	

POmtg316_602:1	@@@	LA(LA)	

POmtg316_603:1	do	VVP(VVP)	do
POmtg316_603:2	you	PP(PP)	you
POmtg316_603:3	do	VVP(VVP)	do
POmtg316_603:4	you	PP(PP)	you
POmtg316_603:5	have	VH(VH)	have
POmtg316_603:6	a	DT(DT)	a
POmtg316_603:7	reservation	NN(NN)	reservation
POmtg316_603:8	there	RB(RB)	there
POmtg316_603:9	or	CC(CC)	or
POmtg316_603:10	something	NN(NN)	something

POmtg316_604:1	yeah	RE(RE)	yeah
POmtg316_604:2	ten	CD(CD)	ten
POmtg316_604:3	minutes	NNS(NNS)	minute
POmtg316_604:4	if	IN(IN)	if
POmtg316_604:5	we	PP(PP)	we

POmtg316_605:1	if	IN(IN)	if
POmtg316_605:2	_0	PA(PA)	
POmtg316_605:3	er	UH(UH)	er
POmtg316_605:4	er	UH(UH)	er
POmtg316_605:5	this	DT(DT)	this
POmtg316_605:6	is	VBZ(VBZ)	be
POmtg316_605:7	is	VBZ(VBZ)	be
POmtg316_605:8	something	NN(NN)	something
POmtg316_605:9	of	RB(RB)	of
POmtg316_605:10	course	RB(RB)	course
POmtg316_605:11	you	PP(PP)	you
POmtg316_605:12	x	UNI(UNI)	
POmtg316_605:13	have	VHP(VHP)	have
POmtg316_605:14	to	TO(TO)	to
POmtg316_605:15	be	VB(VB)	be
POmtg316_605:16	paid	VVN(VVN)	pay
POmtg316_605:17	a_[org1]	NP(NP)	
POmtg316_605:18	paid	VVD(VVD)	pay
POmtg316_605:19	for	IN(IN)	for
POmtg316_605:20	this	DT(DT)	this
POmtg316_605:21	for	IN(IN)	for
POmtg316_605:22	you	PP(PP)	you
POmtg316_605:23	to	TO(TO)	to

POmtg316_607:1	right	DM(DM)	right
POmtg316_607:2	this	DT(DT)	this
POmtg316_607:3	is	VBZ(VBZ)	be

POmtg316_608:1	enter	VV(VV)	enter
POmtg316_608:2	_0	PA(PA)	
POmtg316_608:3	so	DM(DM)	so
POmtg316_608:4	we	PP(PP)	we
POmtg316_608:5	it	PP(PP)	it
POmtg316_608:6	would	MD(MD)	will
POmtg316_608:7	be	VB(VB)	be
POmtg316_608:8	the	DT(DT)	the
POmtg316_608:9	best	JJS(JJS)	good
POmtg316_608:10	er	UH(UH)	er
POmtg316_608:11	way	NN(NN)	way
POmtg316_608:12	anyway	RB(RB)	anyway
POmtg316_608:13	if	IN(IN)	if
POmtg316_608:14	we	PP(PP)	we
POmtg316_608:15	went	VVD(VVD)	go
POmtg316_608:16	there	RB(RB)	there
POmtg316_608:17	together	RB(RB)	together
POmtg316_608:18	so	IN(IN)	so
POmtg316_608:19	that	IN(IN)	that
POmtg316_608:20	i	PP(PP)	i
POmtg316_608:21	can	MD(MD)	can
POmtg316_608:22	arrange	VV(VV)	arrange
POmtg316_608:23	er	UH(UH)	er
POmtg316_608:24	things	NNS(NNS)	thing
POmtg316_608:25	that	IN(IN)/PRE(PRE)	that
POmtg316_608:26	xxxxxx	UNI(UNI)	
